ID,Calories,Age,Duration,Heart_Rate,Body_Temp
6428,160.0,39,25.0,107.0,40.9
6429,173.0,39,26.0,108.0,40.6
6430,174.0,35,26.0,106.0,41.0
6431,20.0,23,5.0,94.0,39.3
6432,138.0,26,23.0,107.0,40.5
6433,254.0,65,30.0,110.0,40.4
6434,195.0,56,26.0,107.0,40.9
6435,3.0,26,1.0,86.0,37.8
6436,27.0,37,7.0,89.0,39.3
6437,207.0,61,25.0,110.0,40.8
6438,37.0,39,11.0,85.0,39.9
6439,167.0,53,27.0,103.0,41.0
6440,15.0,39,5.0,82.0,39.1
6441,81.0,37,16.0,96.0,40.2
6442,131.0,20,26.0,103.0,40.8
6443,5.0,54,2.0,76.0,38.6
6444,179.0,39,27.0,109.0,40.9
6445,118.0,20,22.0,100.0,40.5
6446,38.0,27,11.0,90.0,39.6
6447,130.0,38,23.0,100.0,40.4
6448,38.0,58,9.0,88.0,39.4
6449,30.0,63,5.0,94.0,39.2
6450,76.0,22,16.0,93.0,40.2
6451,42.0,26,12.0,90.0,40.0
6452,48.0,41,13.0,87.0,40.0
6453,173.0,26,28.0,108.0,40.8
6454,17.0,31,5.0,90.0,39.1
6455,147.0,65,25.0,98.0,40.7
6456,28.0,20,8.0,83.0,39.7
6457,101.0,37,19.0,98.0,40.6
6458,78.0,23,17.0,94.0,40.6
6459,54.0,29,12.0,92.0,40.2
6460,33.0,40,7.0,92.0,39.7
6461,104.0,24,21.0,97.0,40.3
6462,18.0,65,4.0,84.0,39.1
6463,149.0,39,25.0,104.0,40.4
6464,115.0,26,24.0,100.0,40.7
6465,21.0,67,5.0,81.0,39.2
6466,61.0,35,15.0,90.0,40.0
6467,56.0,63,11.0,90.0,39.9
6468,154.0,23,27.0,107.0,40.5
6469,49.0,65,9.0,92.0,40.0
6470,22.0,44,5.0,88.0,38.9
6471,26.0,25,6.0,89.0,39.2
6472,232.0,67,29.0,109.0,41.2
6473,223.0,68,26.0,113.0,40.9
6474,70.0,24,12.0,104.0,40.2
6475,189.0,21,29.0,111.0,40.5
6476,45.0,28,10.0,91.0,39.7
6477,66.0,22,17.0,97.0,40.1
6478,38.0,38,9.0,90.0,40.0
6479,181.0,23,30.0,106.0,41.1
6480,95.0,38,20.0,95.0,40.5
6481,81.0,62,13.0,95.0,40.2
6482,35.0,40,8.0,88.0,39.5
6483,99.0,39,17.0,102.0,40.2
6484,134.0,32,27.0,99.0,41.2
6485,10.0,31,3.0,81.0,38.4
6486,126.0,64,23.0,96.0,40.8
6487,162.0,29,28.0,102.0,40.8
6488,104.0,66,18.0,96.0,40.1
6489,10.0,34,2.0,95.0,38.2
6490,46.0,21,10.0,99.0,39.7
6491,135.0,21,24.0,104.0,40.7
6492,67.0,38,12.0,99.0,40.3
6493,15.0,22,4.0,90.0,38.6
6494,178.0,37,28.0,104.0,40.9
6495,17.0,43,4.0,85.0,39.0
6496,10.0,27,3.0,80.0,38.7
6497,99.0,47,14.0,105.0,39.8
6498,78.0,59,15.0,94.0,40.3
6499,84.0,65,15.0,93.0,40.3
6500,109.0,55,19.0,94.0,40.7
6501,176.0,60,28.0,103.0,40.6
6502,56.0,77,11.0,89.0,39.9
6503,73.0,78,10.0,96.0,40.1
6504,115.0,21,21.0,107.0,40.9
6505,23.0,54,5.0,86.0,39.2
6506,96.0,40,17.0,100.0,40.1
6507,164.0,21,27.0,107.0,40.4
6508,9.0,45,4.0,75.0,39.0
6509,150.0,33,24.0,107.0,40.6
6510,11.0,31,3.0,80.0,38.4
6511,54.0,39,12.0,93.0,39.7
6512,23.0,26,6.0,96.0,39.3
6513,160.0,62,21.0,106.0,40.5
6514,149.0,77,23.0,94.0,40.7
6515,25.0,22,9.0,86.0,39.9
6516,12.0,21,4.0,79.0,38.8
6517,211.0,38,26.0,114.0,40.7
6518,12.0,52,3.0,85.0,38.7
6519,89.0,43,18.0,93.0,40.4
6520,23.0,36,6.0,93.0,39.2
6521,31.0,23,10.0,89.0,39.9
6522,82.0,59,13.0,104.0,39.9
6523,29.0,31,7.0,86.0,39.6
6524,73.0,61,15.0,89.0,40.3
6525,224.0,67,29.0,105.0,41.0
6526,37.0,54,9.0,85.0,39.7
6527,107.0,72,18.0,96.0,40.0
6528,88.0,70,14.0,92.0,39.9
6529,72.0,25,16.0,96.0,39.7
6530,173.0,77,27.0,101.0,40.9
6531,118.0,45,18.0,107.0,40.4
6532,18.0,42,4.0,88.0,38.6
6533,33.0,56,6.0,94.0,38.8
6534,150.0,58,24.0,103.0,40.7
6535,60.0,25,13.0,92.0,39.8
6536,20.0,38,6.0,79.0,39.2
6537,31.0,55,9.0,81.0,39.7
6538,108.0,33,21.0,101.0,40.5
6539,44.0,21,10.0,98.0,39.7
6540,157.0,62,22.0,103.0,40.5
6541,56.0,37,12.0,90.0,39.9
6542,19.0,54,5.0,82.0,38.9
6543,35.0,24,8.0,90.0,39.6
6544,45.0,55,9.0,90.0,39.7
6545,22.0,47,5.0,86.0,39.1
6546,39.0,24,9.0,89.0,39.8
6547,5.0,34,2.0,81.0,38.0
6548,56.0,62,10.0,95.0,39.7
6549,182.0,49,26.0,109.0,41.1
6550,128.0,49,22.0,100.0,40.9
6551,59.0,56,10.0,98.0,39.7
6552,29.0,54,6.0,90.0,39.0
6553,65.0,25,15.0,90.0,40.2
6554,34.0,26,7.0,94.0,39.4
6555,54.0,29,14.0,93.0,40.3
6556,9.0,20,3.0,77.0,38.4
6557,49.0,22,12.0,89.0,40.3
6558,65.0,27,12.0,100.0,40.3
6559,27.0,27,8.0,88.0,39.4
6560,60.0,24,13.0,93.0,39.9
6561,9.0,30,4.0,80.0,38.7
6562,60.0,34,12.0,97.0,40.2
6563,82.0,39,18.0,92.0,40.5
6564,13.0,64,3.0,84.0,38.6
6565,208.0,76,27.0,114.0,40.9
6566,48.0,22,12.0,94.0,40.2
6567,9.0,38,3.0,78.0,38.8
6568,101.0,40,17.0,101.0,40.3
6569,52.0,67,11.0,88.0,39.9
6570,8.0,26,3.0,84.0,38.5
6571,172.0,33,27.0,108.0,40.7
6572,168.0,58,28.0,99.0,41.3
6573,160.0,50,22.0,107.0,40.5
6574,27.0,62,6.0,84.0,39.6
6575,54.0,36,13.0,92.0,40.1
6576,67.0,33,13.0,95.0,40.3
6577,173.0,54,25.0,105.0,41.0
6578,248.0,72,27.0,108.0,40.7
6579,8.0,41,2.0,84.0,38.6
6580,67.0,66,13.0,92.0,40.0
6581,192.0,65,27.0,112.0,40.8
6582,134.0,38,22.0,104.0,40.7
6583,106.0,48,20.0,95.0,40.5
6584,116.0,39,19.0,105.0,40.5
6585,9.0,52,3.0,73.0,38.3
6586,5.0,32,2.0,82.0,38.4
6587,41.0,22,11.0,85.0,40.1
6588,72.0,55,15.0,89.0,40.3
6589,43.0,30,9.0,95.0,39.7
6590,16.0,74,4.0,79.0,38.9
6591,178.0,27,25.0,115.0,40.6
6592,46.0,37,11.0,91.0,39.5
6593,101.0,22,20.0,100.0,40.7
6594,82.0,57,14.0,95.0,40.2
6595,20.0,32,7.0,83.0,39.2
6596,19.0,24,7.0,84.0,39.4
6597,13.0,38,4.0,86.0,38.9
6598,68.0,22,13.0,99.0,40.3
6599,13.0,28,4.0,87.0,38.6
6600,38.0,44,7.0,96.0,39.8
6601,18.0,21,8.0,85.0,39.7
6602,8.0,42,3.0,82.0,38.3
6603,59.0,48,11.0,95.0,39.9
6604,46.0,36,10.0,90.0,39.7
6605,42.0,31,9.0,93.0,39.8
6606,217.0,44,29.0,109.0,40.7
6607,75.0,59,15.0,90.0,40.4
6608,52.0,54,12.0,86.0,40.1
6609,36.0,22,11.0,91.0,39.7
6610,94.0,22,19.0,99.0,40.5
6611,60.0,64,11.0,94.0,39.9
6612,183.0,33,29.0,107.0,40.5
6613,7.0,70,2.0,76.0,38.6
6614,222.0,30,30.0,117.0,40.6
6615,224.0,79,30.0,111.0,41.2
6616,165.0,78,26.0,100.0,40.4
6617,16.0,32,5.0,87.0,39.7
6618,132.0,64,22.0,100.0,40.4
6619,135.0,74,20.0,104.0,40.6
6620,193.0,52,24.0,112.0,40.4
6621,87.0,47,16.0,96.0,40.3
6622,96.0,32,18.0,97.0,40.3
6623,52.0,37,11.0,93.0,40.2
6624,140.0,58,21.0,106.0,40.8
6625,31.0,24,8.0,85.0,39.6
6626,84.0,24,21.0,95.0,40.5
6627,19.0,31,5.0,83.0,39.4
6628,80.0,30,16.0,97.0,40.2
6629,61.0,72,10.0,98.0,39.7
6630,41.0,43,8.0,95.0,40.0
6631,177.0,78,20.0,109.0,40.3
6632,186.0,65,25.0,112.0,40.6
6633,113.0,27,19.0,105.0,40.4
6634,158.0,40,26.0,105.0,40.9
6635,45.0,30,12.0,91.0,39.6
6636,75.0,50,14.0,93.0,39.9
6637,108.0,25,20.0,100.0,40.4
6638,159.0,35,26.0,105.0,41.0
6639,201.0,62,27.0,102.0,40.8
6640,47.0,74,8.0,97.0,39.7
6641,90.0,53,16.0,97.0,40.3
6642,104.0,50,18.0,100.0,40.1
6643,7.0,24,2.0,84.0,38.4
6644,65.0,32,13.0,96.0,40.1
6645,170.0,47,26.0,104.0,41.2
6646,60.0,37,13.0,93.0,40.1
6647,33.0,65,6.0,90.0,39.0
6648,5.0,71,1.0,87.0,37.8
6649,51.0,23,15.0,91.0,40.2
6650,165.0,47,26.0,106.0,40.8
6651,29.0,47,7.0,86.0,39.7
6652,82.0,79,16.0,89.0,39.9
6653,81.0,49,16.0,94.0,40.3
6654,167.0,50,26.0,106.0,41.0
6655,173.0,61,24.0,111.0,40.5
6656,117.0,21,23.0,97.0,40.4
6657,57.0,40,12.0,92.0,39.7
6658,154.0,48,26.0,100.0,40.8
6659,28.0,21,9.0,79.0,39.7
6660,28.0,54,6.0,87.0,39.3
6661,37.0,22,8.0,93.0,39.7
6662,13.0,26,5.0,85.0,38.7
6663,155.0,24,23.0,112.0,40.5
6664,19.0,39,5.0,86.0,38.9
6665,189.0,71,22.0,109.0,40.8
6666,192.0,68,30.0,103.0,40.9
6667,27.0,20,7.0,87.0,39.3
6668,19.0,62,5.0,80.0,39.2
6669,124.0,44,17.0,107.0,40.4
6670,9.0,62,2.0,84.0,38.4
6671,22.0,59,5.0,84.0,38.8
6672,31.0,37,7.0,90.0,39.3
6673,60.0,43,12.0,93.0,40.0
6674,207.0,41,30.0,114.0,40.8
6675,155.0,32,24.0,107.0,40.3
6676,87.0,46,15.0,100.0,40.1
6677,35.0,52,9.0,85.0,39.5
6678,198.0,23,28.0,114.0,40.8
6679,37.0,54,10.0,83.0,39.6
6680,139.0,21,24.0,110.0,41.0
6681,45.0,36,10.0,93.0,39.7
6682,61.0,54,12.0,90.0,39.9
6683,17.0,72,4.0,82.0,38.4
6684,28.0,29,7.0,86.0,39.2
6685,21.0,21,5.0,91.0,39.5
6686,200.0,30,30.0,111.0,40.9
6687,104.0,21,20.0,100.0,40.4
6688,59.0,41,12.0,92.0,40.2
6689,127.0,24,25.0,97.0,41.0
6690,111.0,23,21.0,103.0,40.6
6691,115.0,37,20.0,103.0,40.4
6692,37.0,21,14.0,86.0,40.3
6693,153.0,23,25.0,109.0,40.9
6694,28.0,36,6.0,91.0,39.0
6695,14.0,69,4.0,77.0,38.9
6696,176.0,27,25.0,112.0,40.5
6697,105.0,57,19.0,97.0,40.8
6698,71.0,54,13.0,96.0,40.1
6699,61.0,32,14.0,90.0,40.4
6700,84.0,21,16.0,98.0,40.4
6701,105.0,23,19.0,100.0,40.4
6702,94.0,20,19.0,96.0,40.5
6703,83.0,27,20.0,92.0,40.4
6704,77.0,26,16.0,99.0,40.0
6705,230.0,60,30.0,105.0,40.8
6706,179.0,66,29.0,100.0,40.8
6707,101.0,27,18.0,101.0,40.5
6708,27.0,23,7.0,86.0,39.2
6709,161.0,27,26.0,107.0,40.7
6710,57.0,26,13.0,91.0,40.0
6711,5.0,40,1.0,88.0,37.8
6712,172.0,20,26.0,113.0,40.8
6713,169.0,25,27.0,107.0,40.9
6714,193.0,66,26.0,114.0,40.7
6715,27.0,29,8.0,88.0,39.4
6716,18.0,71,4.0,85.0,38.6
6717,40.0,62,8.0,91.0,39.8
6718,202.0,76,22.0,113.0,40.5
6719,74.0,31,16.0,95.0,40.0
6720,85.0,32,16.0,101.0,40.3
6721,35.0,49,8.0,88.0,40.0
6722,96.0,58,16.0,100.0,40.3
6723,203.0,41,27.0,111.0,41.2
6724,126.0,79,24.0,91.0,40.6
6725,91.0,65,17.0,94.0,40.5
6726,9.0,50,2.0,89.0,38.1
6727,109.0,34,22.0,98.0,40.9
6728,7.0,25,2.0,84.0,38.5
6729,152.0,21,26.0,108.0,40.9
6730,9.0,22,6.0,78.0,39.4
6731,23.0,49,5.0,90.0,38.9
6732,6.0,22,4.0,78.0,39.1
6733,32.0,46,8.0,85.0,39.5
6734,67.0,29,16.0,87.0,40.3
6735,84.0,50,16.0,96.0,40.4
6736,37.0,35,11.0,79.0,39.7
6737,174.0,26,28.0,107.0,41.1
6738,49.0,37,12.0,85.0,39.8
6739,76.0,47,12.0,101.0,39.7
6740,59.0,22,13.0,93.0,40.3
6741,83.0,41,17.0,93.0,40.6
6742,64.0,42,12.0,93.0,40.0
6743,7.0,46,2.0,77.0,38.2
6744,4.0,21,1.0,85.0,37.5
6745,20.0,26,7.0,86.0,39.5
6746,55.0,26,13.0,93.0,39.9
6747,133.0,54,24.0,96.0,40.7
6748,184.0,46,26.0,107.0,40.9
6749,84.0,27,15.0,101.0,40.1
6750,76.0,30,15.0,95.0,39.9
6751,27.0,73,5.0,85.0,38.9
6752,118.0,58,20.0,100.0,40.7
6753,19.0,26,7.0,85.0,39.3
6754,173.0,28,28.0,106.0,40.4
6755,46.0,46,10.0,88.0,40.2
6756,187.0,38,27.0,112.0,40.7
6757,110.0,53,17.0,104.0,40.5
6758,30.0,58,6.0,91.0,39.6
6759,166.0,50,24.0,109.0,40.8
6760,11.0,51,4.0,78.0,38.8
6761,42.0,30,10.0,91.0,39.8
6762,94.0,64,16.0,92.0,40.3
6763,212.0,59,26.0,110.0,40.6
6764,45.0,42,10.0,89.0,39.9
6765,164.0,25,29.0,102.0,40.6
6766,113.0,31,19.0,105.0,40.6
6767,146.0,68,24.0,100.0,40.5
6768,44.0,61,9.0,87.0,39.6
6769,132.0,34,21.0,105.0,40.4
6770,21.0,35,6.0,87.0,39.3
6771,97.0,36,20.0,93.0,40.1
6772,11.0,49,3.0,79.0,38.6
6773,230.0,42,29.0,114.0,41.1
6774,220.0,26,29.0,116.0,40.8
6775,11.0,30,4.0,83.0,38.6
6776,190.0,22,28.0,114.0,40.7
6777,108.0,23,20.0,100.0,40.2
6778,167.0,21,27.0,110.0,40.7
6779,128.0,20,22.0,107.0,40.7
6780,49.0,48,11.0,90.0,39.6
6781,136.0,66,21.0,104.0,40.3
6782,200.0,61,26.0,115.0,40.6
6783,5.0,64,1.0,86.0,38.0
6784,20.0,32,6.0,79.0,39.6
6785,198.0,62,27.0,113.0,40.6
6786,45.0,43,10.0,90.0,39.9
6787,35.0,34,7.0,93.0,39.8
6788,141.0,50,24.0,99.0,40.2
6789,133.0,21,23.0,103.0,40.6
6790,79.0,68,14.0,90.0,40.2
6791,102.0,36,17.0,101.0,40.4
6792,79.0,34,18.0,93.0,40.5
6793,150.0,46,23.0,106.0,40.5
6794,3.0,20,2.0,78.0,37.9
6795,26.0,25,6.0,91.0,39.3
6796,30.0,32,10.0,85.0,39.9
6797,138.0,44,25.0,100.0,40.8
6798,219.0,33,29.0,113.0,40.6
6799,65.0,65,14.0,86.0,39.8
6800,96.0,52,15.0,100.0,40.2
6801,184.0,61,28.0,109.0,40.7
6802,102.0,31,20.0,96.0,40.4
6803,36.0,65,9.0,81.0,39.4
6804,116.0,25,19.0,105.0,40.5
6805,165.0,44,26.0,103.0,40.8
6806,39.0,42,8.0,92.0,39.5
6807,3.0,45,1.0,80.0,37.7
6808,40.0,38,7.0,98.0,39.4
6809,55.0,67,13.0,82.0,39.9
6810,175.0,27,27.0,110.0,40.8
6811,102.0,31,21.0,100.0,40.4
6812,67.0,25,19.0,93.0,40.4
6813,18.0,44,4.0,90.0,39.1
6814,217.0,42,30.0,110.0,41.1
6815,215.0,66,28.0,116.0,40.8
6816,20.0,48,4.0,93.0,39.0
6817,18.0,41,6.0,84.0,39.3
6818,261.0,76,29.0,107.0,41.3
6819,108.0,22,21.0,98.0,40.7
6820,189.0,42,28.0,111.0,41.0
6821,188.0,21,29.0,112.0,41.0
6822,82.0,22,19.0,98.0,40.4
6823,55.0,67,12.0,86.0,40.2
6824,161.0,24,27.0,107.0,40.8
6825,36.0,49,11.0,83.0,39.7
6826,79.0,42,14.0,95.0,40.2
6827,116.0,48,19.0,101.0,40.9
6828,7.0,75,2.0,75.0,37.9
6829,231.0,77,29.0,115.0,41.2
6830,12.0,69,3.0,82.0,38.5
6831,202.0,69,29.0,109.0,41.0
6832,46.0,27,10.0,92.0,39.7
6833,72.0,63,13.0,93.0,40.3
6834,29.0,58,8.0,80.0,39.8
6835,142.0,73,22.0,100.0,40.8
6836,121.0,32,21.0,102.0,40.6
6837,88.0,24,17.0,102.0,40.2
6838,228.0,73,27.0,106.0,40.8
6839,186.0,25,28.0,112.0,40.8
6840,138.0,40,21.0,108.0,40.6
6841,188.0,26,29.0,111.0,40.8
6842,42.0,26,12.0,82.0,39.6
6843,184.0,52,28.0,106.0,40.8
6844,44.0,20,11.0,95.0,40.0
6845,4.0,20,2.0,81.0,38.0
6846,4.0,43,2.0,74.0,38.7
6847,175.0,44,25.0,111.0,40.9
6848,6.0,29,2.0,77.0,38.1
6849,28.0,21,12.0,86.0,40.0
6850,100.0,73,17.0,97.0,40.2
6851,97.0,27,16.0,106.0,40.2
6852,80.0,40,15.0,96.0,39.7
6853,200.0,21,30.0,113.0,41.0
6854,203.0,53,26.0,110.0,40.6
6855,38.0,28,12.0,90.0,40.2
6856,33.0,32,7.0,95.0,39.4
6857,54.0,47,14.0,83.0,40.4
6858,127.0,21,26.0,102.0,41.0
6859,190.0,51,26.0,114.0,40.8
6860,155.0,22,30.0,99.0,40.7
6861,85.0,39,16.0,97.0,40.5
6862,79.0,70,13.0,94.0,39.9
6863,4.0,25,2.0,79.0,38.2
6864,88.0,29,18.0,95.0,40.3
6865,36.0,57,9.0,83.0,39.6
6866,152.0,46,23.0,105.0,40.7
6867,69.0,33,14.0,99.0,40.1
6868,149.0,48,23.0,104.0,40.7
6869,84.0,25,19.0,96.0,40.7
6870,80.0,39,16.0,94.0,40.1
6871,46.0,75,9.0,89.0,39.7
6872,135.0,52,24.0,97.0,40.8
6873,17.0,53,4.0,83.0,39.2
6874,46.0,41,10.0,91.0,39.7
6875,202.0,34,29.0,111.0,40.8
6876,12.0,53,3.0,81.0,38.6
6877,116.0,45,19.0,100.0,40.4
6878,150.0,73,21.0,108.0,40.4
6879,13.0,26,4.0,80.0,38.9
6880,6.0,22,2.0,81.0,38.1
6881,15.0,31,4.0,85.0,38.9
6882,114.0,28,22.0,99.0,40.5
6883,68.0,62,12.0,93.0,39.9
6884,12.0,70,3.0,80.0,38.6
6885,82.0,72,13.0,101.0,40.1
6886,45.0,32,11.0,87.0,39.9
6887,174.0,52,27.0,105.0,40.6
6888,52.0,22,11.0,93.0,39.9
6889,16.0,27,5.0,87.0,39.2
6890,23.0,62,5.0,85.0,39.1
6891,100.0,43,19.0,99.0,40.5
6892,142.0,78,21.0,103.0,40.5
6893,21.0,25,5.0,89.0,39.0
6894,57.0,77,11.0,90.0,39.8
6895,35.0,26,11.0,79.0,39.8
6896,129.0,20,24.0,105.0,40.3
6897,134.0,39,23.0,103.0,40.8
6898,59.0,21,18.0,91.0,40.3
6899,131.0,26,25.0,103.0,40.5
6900,7.0,44,2.0,79.0,38.1
6901,35.0,26,12.0,87.0,40.4
6902,198.0,70,27.0,102.0,40.9
6903,125.0,66,17.0,102.0,40.2
6904,9.0,23,3.0,80.0,38.6
6905,19.0,20,6.0,90.0,39.1
6906,67.0,31,12.0,100.0,39.3
6907,105.0,71,19.0,94.0,40.2
6908,104.0,36,20.0,98.0,40.3
6909,24.0,21,7.0,83.0,39.6
6910,161.0,33,26.0,103.0,40.9
6911,146.0,38,20.0,109.0,40.5
6912,109.0,55,19.0,98.0,40.7
6913,200.0,35,27.0,112.0,40.5
6914,139.0,40,23.0,103.0,40.5
6915,188.0,68,26.0,109.0,40.7
6916,182.0,33,28.0,108.0,40.6
6917,126.0,56,20.0,103.0,40.2
6918,34.0,44,7.0,91.0,39.8
6919,101.0,35,21.0,94.0,40.8
6920,152.0,36,28.0,101.0,40.7
6921,9.0,70,2.0,82.0,38.2
6922,83.0,61,15.0,96.0,40.2
6923,157.0,24,27.0,105.0,40.5
6924,39.0,23,11.0,92.0,39.9
6925,22.0,26,8.0,84.0,39.3
6926,173.0,41,25.0,110.0,41.2
6927,10.0,45,4.0,79.0,38.7
6928,8.0,50,2.0,84.0,38.6
6929,180.0,67,23.0,107.0,40.7
6930,43.0,61,10.0,84.0,39.8
6931,28.0,29,10.0,85.0,39.9
6932,73.0,27,15.0,100.0,40.1
6933,159.0,20,27.0,105.0,40.6
6934,25.0,28,6.0,86.0,39.2
6935,60.0,42,12.0,93.0,39.8
6936,149.0,51,25.0,102.0,40.7
6937,20.0,63,4.0,88.0,39.0
6938,15.0,34,4.0,91.0,38.7
6939,184.0,41,29.0,105.0,40.8
6940,178.0,28,28.0,109.0,40.7
6941,56.0,31,14.0,93.0,40.3
6942,98.0,38,16.0,100.0,40.2
6943,92.0,28,19.0,98.0,40.5
6944,129.0,73,19.0,105.0,40.5
6945,32.0,47,7.0,88.0,39.7
6946,132.0,33,21.0,105.0,40.2
6947,195.0,39,25.0,114.0,40.7
6948,29.0,27,8.0,89.0,39.5
6949,149.0,27,25.0,104.0,40.7
6950,85.0,63,16.0,90.0,40.2
6951,20.0,31,6.0,84.0,39.3
6952,9.0,29,5.0,79.0,39.3
6953,162.0,37,25.0,109.0,40.5
6954,50.0,54,10.0,92.0,39.9
6955,144.0,28,24.0,105.0,40.6
6956,89.0,39,18.0,95.0,40.4
6957,37.0,59,8.0,86.0,39.8
6958,123.0,71,20.0,99.0,40.9
6959,115.0,51,17.0,105.0,40.4
6960,252.0,47,29.0,116.0,40.8
6961,26.0,29,6.0,88.0,38.9
6962,137.0,29,25.0,101.0,40.7
6963,23.0,24,6.0,83.0,39.2
6964,24.0,76,6.0,79.0,39.2
6965,69.0,25,14.0,97.0,39.8
6966,22.0,53,5.0,88.0,39.1
6967,30.0,55,6.0,89.0,39.2
6968,155.0,38,27.0,100.0,40.6
6969,27.0,55,6.0,87.0,39.4
6970,41.0,50,7.0,95.0,39.4
6971,58.0,53,13.0,86.0,40.1
6972,176.0,46,23.0,114.0,39.9
6973,116.0,31,21.0,99.0,40.7
6974,92.0,35,17.0,101.0,39.7
6975,147.0,36,24.0,106.0,40.4
6976,92.0,40,18.0,96.0,40.6
6977,166.0,65,24.0,98.0,40.5
6978,14.0,42,3.0,88.0,38.7
6979,272.0,57,30.0,117.0,41.3
6980,4.0,38,1.0,81.0,37.9
6981,143.0,28,25.0,102.0,40.6
6982,40.0,70,9.0,82.0,39.8
6983,44.0,21,11.0,86.0,40.0
6984,24.0,44,9.0,80.0,40.0
6985,190.0,57,25.0,107.0,40.6
6986,132.0,55,24.0,96.0,40.7
6987,79.0,26,19.0,95.0,40.4
6988,69.0,35,16.0,93.0,40.4
6989,4.0,27,1.0,85.0,37.1
6990,117.0,44,21.0,99.0,40.8
6991,43.0,70,7.0,92.0,39.1
6992,52.0,79,10.0,88.0,39.9
6993,186.0,40,28.0,109.0,40.7
6994,148.0,50,26.0,97.0,40.8
6995,148.0,42,22.0,106.0,40.3
6996,111.0,70,15.0,100.0,40.1
6997,48.0,71,9.0,87.0,39.8
6998,36.0,63,8.0,82.0,39.6
6999,12.0,47,3.0,85.0,39.0
7000,92.0,51,15.0,99.0,40.4
7001,140.0,57,22.0,96.0,40.7
7002,26.0,78,6.0,79.0,39.2
7003,126.0,79,19.0,103.0,40.1
7004,83.0,67,14.0,97.0,39.9
7005,27.0,20,6.0,92.0,39.3
7006,33.0,21,7.0,93.0,39.5
7007,181.0,56,24.0,108.0,40.8
7008,79.0,28,18.0,94.0,40.1
7009,39.0,32,9.0,93.0,39.8
7010,41.0,52,7.0,95.0,39.7
7011,15.0,21,4.0,87.0,38.9
7012,71.0,39,15.0,93.0,40.1
7013,112.0,46,18.0,101.0,40.5
7014,131.0,21,23.0,104.0,40.4
7015,207.0,52,27.0,111.0,41.1
7016,9.0,36,2.0,91.0,38.6
7017,8.0,22,6.0,78.0,39.5
7018,198.0,27,29.0,114.0,40.8
7019,67.0,69,11.0,92.0,39.9
7020,141.0,67,20.0,100.0,40.6
7021,64.0,51,12.0,96.0,40.1
7022,91.0,26,22.0,96.0,40.7
7023,22.0,33,6.0,89.0,39.3
7024,159.0,40,23.0,107.0,40.6
7025,39.0,74,7.0,86.0,39.8
7026,87.0,28,14.0,107.0,39.9
7027,142.0,21,26.0,100.0,41.0
7028,41.0,42,9.0,89.0,39.5
7029,96.0,64,21.0,87.0,41.0
7030,4.0,55,1.0,86.0,37.8
7031,102.0,61,19.0,93.0,40.3
7032,144.0,31,24.0,105.0,40.7
7033,186.0,55,27.0,110.0,40.6
7034,85.0,44,18.0,91.0,40.4
7035,15.0,37,5.0,83.0,39.1
7036,129.0,28,24.0,102.0,40.8
7037,129.0,37,23.0,100.0,40.3
7038,67.0,46,14.0,90.0,40.2
7039,8.0,34,2.0,87.0,37.8
7040,90.0,34,18.0,98.0,40.7
7041,19.0,32,6.0,86.0,39.7
7042,44.0,23,11.0,89.0,40.0
7043,57.0,42,13.0,93.0,40.6
7044,119.0,29,20.0,107.0,40.7
7045,43.0,30,12.0,89.0,40.3
7046,151.0,61,27.0,95.0,40.7
7047,21.0,21,6.0,81.0,39.2
7048,25.0,40,7.0,82.0,39.5
7049,38.0,62,7.0,93.0,39.4
7050,212.0,36,29.0,113.0,40.9
7051,21.0,41,5.0,91.0,39.4
7052,8.0,35,3.0,83.0,39.0
7053,151.0,40,24.0,106.0,40.9
7054,159.0,38,25.0,107.0,40.6
7055,95.0,39,20.0,93.0,40.6
7056,118.0,53,18.0,102.0,40.3
7057,57.0,27,12.0,93.0,39.8
7058,90.0,64,16.0,96.0,40.5
7059,19.0,54,6.0,80.0,39.3
7060,7.0,65,2.0,77.0,37.9
7061,169.0,22,27.0,107.0,40.7
7062,15.0,28,4.0,85.0,39.0
7063,164.0,77,23.0,107.0,40.5
7064,70.0,43,13.0,94.0,40.1
7065,20.0,40,4.0,93.0,39.1
7066,83.0,38,17.0,94.0,40.4
7067,205.0,50,28.0,107.0,40.9
7068,12.0,42,3.0,83.0,38.5
7069,95.0,64,15.0,102.0,40.5
7070,54.0,23,10.0,100.0,39.8
7071,54.0,25,13.0,87.0,40.2
7072,42.0,22,9.0,98.0,39.7
7073,164.0,26,27.0,107.0,41.0
7074,26.0,34,8.0,79.0,39.7
7075,13.0,38,4.0,86.0,39.1
7076,160.0,46,23.0,105.0,40.9
7077,119.0,37,21.0,101.0,40.7
7078,63.0,40,15.0,89.0,40.1
7079,167.0,32,29.0,101.0,40.8
7080,76.0,60,15.0,91.0,40.0
7081,5.0,37,3.0,75.0,38.5
7082,158.0,35,25.0,107.0,40.4
7083,88.0,28,16.0,103.0,40.3
7084,235.0,73,28.0,119.0,40.8
7085,76.0,32,16.0,96.0,40.3
7086,33.0,35,10.0,87.0,40.0
7087,82.0,26,16.0,102.0,40.4
7088,81.0,27,15.0,103.0,40.0
7089,102.0,32,18.0,101.0,40.3
7090,47.0,28,13.0,91.0,40.3
7091,20.0,50,4.0,92.0,38.7
7092,34.0,21,11.0,90.0,39.9
